date,timeframe,side,entry_time,entry,exit_time,exit,exit_reason,pnl_pts,vix_at_entry,vix_bucket
2015-03-19,60,SHORT,2015-03-19 15:01:00,8661.8,2015-03-19 15:29:00,8622.9,EOD,38.9,14.95,12-15
2015-03-20,60,SHORT,2015-03-20 10:01:00,8603.75,2015-03-20 15:29:00,8584.85,EOD,18.9,15.06,>15
2015-03-23,60,SHORT,2015-03-23 10:01:00,8583.7,2015-03-23 15:29:00,8550.95,EOD,32.8,14.44,12-15
2015-03-24,60,SHORT,2015-03-24 10:06:00,8574.15,2015-03-24 14:04:00,8614.15,SL,-40.0,13.77,12-15
2015-03-24,60,SHORT,2015-03-24 15:01:00,8549.0,2015-03-24 15:29:00,8549.9,EOD,-0.9,13.92,12-15
2015-03-25,60,SHORT,2015-03-25 10:08:00,8553.25,2015-03-25 15:29:00,8517.0,EOD,36.2,13.79,12-15
2015-03-26,60,SHORT,2015-03-26 10:09:00,8470.15,2015-03-26 14:37:00,8390.15,TP,80.0,13.69,12-15
2015-03-26,60,SHORT,2015-03-26 15:01:00,8363.4,2015-03-26 15:29:00,8382.3,EOD,-18.9,15.16,>15
2015-03-27,60,SHORT,2015-03-27 10:01:00,8362.35,2015-03-27 12:44:00,8282.35,TP,80.0,15.13,>15
2015-03-27,60,SHORT,2015-03-27 13:16:00,8290.95,2015-03-27 13:30:00,8330.95,SL,-40.0,15.21,>15
2015-03-27,60,SHORT,2015-03-27 14:02:00,8324.2,2015-03-27 14:58:00,8364.6,SL,-40.4,14.77,12-15
2015-03-30,60,SHORT,2015-03-30 10:03:00,8407.65,2015-03-30 13:45:00,8449.699999999999,SL,-42.0,15.13,>15
2015-04-06,60,LONG,2015-04-06 11:01:00,8592.9,2015-04-06 15:29:00,8652.0,EOD,59.1,14.79,12-15
2015-04-07,60,LONG,2015-04-07 10:03:00,8672.1,2015-04-07 11:05:00,8632.1,SL,-40.0,14.78,12-15
2015-04-07,60,LONG,2015-04-07 12:01:00,8664.2,2015-04-07 12:07:00,8624.2,SL,-40.0,14.45,12-15
2015-04-07,60,LONG,2015-04-07 13:01:00,8610.8,2015-04-07 15:29:00,8676.9,EOD,66.1,14.49,12-15
2015-04-08,60,LONG,2015-04-08 10:01:00,8704.1,2015-04-08 15:29:00,8717.35,EOD,13.2,14.49,12-15
2015-04-09,60,LONG,2015-04-09 10:15:00,8707.95,2015-04-09 15:29:00,8774.25,EOD,66.3,14.8,12-15
2015-04-10,60,LONG,2015-04-10 10:01:00,8770.8,2015-04-10 15:29:00,8767.55,EOD,-3.2,14.57,12-15
2015-04-13,60,LONG,2015-04-13 10:32:00,8779.7,2015-04-13 15:29:00,8825.9,EOD,46.2,14.85,12-15
2015-04-15,60,LONG,2015-04-15 11:08:00,8812.55,2015-04-15 15:04:00,8772.55,SL,-40.0,14.81,12-15
2015-04-17,60,SHORT,2015-04-17 15:01:00,8609.05,2015-04-17 15:29:00,8602.05,EOD,7.0,14.98,12-15
2015-04-20,60,SHORT,2015-04-20 10:01:00,8558.25,2015-04-20 14:29:00,8478.25,TP,80.0,15.72,>15
2015-04-20,60,SHORT,2015-04-20 15:01:00,8437.5,2015-04-20 15:29:00,8443.0,EOD,-5.5,16.39,>15
2015-04-21,60,SHORT,2015-04-21 10:01:00,8420.2,2015-04-21 11:36:00,8460.2,SL,-40.0,17.0,>15
2015-04-21,60,SHORT,2015-04-21 12:01:00,8448.7,2015-04-21 15:07:00,8368.7,TP,80.0,16.73,>15
2015-04-22,60,SHORT,2015-04-22 10:01:00,8402.2,2015-04-22 13:48:00,8312.78,TP,89.4,17.18,>15
2015-04-22,60,SHORT,2015-04-22 14:01:00,8295.85,2015-04-22 14:34:00,8343.83,SL,-48.0,18.05,>15
2015-04-23,60,SHORT,2015-04-23 10:03:00,8493.4,2015-04-23 13:11:00,8380.74,TP,112.7,17.09,>15
2015-04-23,60,SHORT,2015-04-23 14:01:00,8395.65,2015-04-23 14:30:00,8453.82,SL,-58.2,18.72,>15
2015-04-23,60,SHORT,2015-04-23 15:01:00,8402.45,2015-04-23 15:29:00,8387.95,EOD,14.5,18.54,>15
2015-04-24,60,SHORT,2015-04-24 10:05:00,8352.7,2015-04-24 15:29:00,8320.15,EOD,32.6,18.97,>15
2015-04-27,60,SHORT,2015-04-27 10:09:00,8271.25,2015-04-27 15:29:00,8203.15,EOD,68.1,19.49,>15
2015-04-28,60,SHORT,2015-04-28 10:15:00,8239.25,2015-04-28 14:51:00,8284.44,SL,-45.2,17.94,>15
2015-04-29,60,SHORT,2015-04-29 10:15:00,8260.75,2015-04-29 15:29:00,8236.4,EOD,24.4,17.53,>15
2015-04-30,60,SHORT,2015-04-30 10:01:00,8157.55,2015-04-30 14:25:00,8204.08,SL,-46.5,18.02,>15
2015-04-30,60,SHORT,2015-04-30 15:01:00,8179.7,2015-04-30 15:29:00,8204.95,EOD,-25.3,17.07,>15
2015-05-04,60,SHORT,2015-05-04 10:01:00,8270.15,2015-05-04 15:06:00,8318.17,SL,-48.0,17.56,>15
2015-05-06,60,SHORT,2015-05-06 11:02:00,8174.75,2015-05-06 15:18:00,8083.47,TP,91.3,19.45,>15
2015-05-07,60,SHORT,2015-05-07 10:01:00,8085.5,2015-05-07 15:29:00,8047.15,EOD,38.4,19.51,>15
2015-05-08,60,SHORT,2015-05-08 10:01:00,8154.1,2015-05-08 14:21:00,8205.85,SL,-51.8,19.29,>15
2015-05-12,60,LONG,2015-05-12 10:02:00,8218.95,2015-05-12 10:12:00,8173.510000000001,SL,-45.4,19.84,>15
2015-05-12,60,SHORT,2015-05-12 11:03:00,8180.8,2015-05-12 15:29:00,8125.0,EOD,55.8,20.1,>15
2015-05-13,60,SHORT,2015-05-13 10:03:00,8247.2,2015-05-13 10:57:00,8162.460000000001,TP,84.7,19.58,>15
2015-05-14,60,SHORT,2015-05-14 12:03:00,8186.6,2015-05-14 15:29:00,8221.15,EOD,-34.5,21.58,>15
2015-05-15,60,LONG,2015-05-15 13:01:00,8252.65,2015-05-15 15:29:00,8254.75,EOD,2.1,20.29,>15
2015-05-18,60,LONG,2015-05-18 10:23:00,8316.35,2015-05-18 15:29:00,8376.2,EOD,59.9,19.45,>15
2015-05-19,60,LONG,2015-05-19 10:01:00,8348.3,2015-05-19 15:29:00,8357.05,EOD,8.8,18.27,>15
2015-05-20,60,LONG,2015-05-20 10:01:00,8439.5,2015-05-20 15:29:00,8413.15,EOD,-26.4,17.45,>15
2015-05-21,60,LONG,2015-05-21 11:02:00,8405.75,2015-05-21 15:29:00,8419.05,EOD,13.3,17.55,>15
2015-05-22,60,LONG,2015-05-22 10:01:00,8439.15,2015-05-22 15:29:00,8448.35,EOD,9.2,17.02,>15
2015-05-25,60,LONG,2015-05-25 10:01:00,8420.85,2015-05-25 13:22:00,8380.85,SL,-40.0,17.26,>15
2015-05-27,60,SHORT,2015-05-27 13:30:00,8321.4,2015-05-27 15:29:00,8337.1,EOD,-15.7,17.52,>15
2015-05-28,60,SHORT,2015-05-28 10:01:00,8346.2,2015-05-28 15:29:00,8319.0,EOD,27.2,17.09,>15
2015-05-29,60,SHORT,2015-05-29 10:11:00,8353.65,2015-05-29 10:17:00,8393.65,SL,-40.0,17.55,>15
2015-05-29,60,LONG,2015-05-29 14:01:00,8382.0,2015-05-29 15:29:00,8432.95,EOD,51.0,17.27,>15
2015-06-01,60,LONG,2015-06-01 10:02:00,8433.35,2015-06-01 15:29:00,8422.55,EOD,-10.8,17.21,>15
2015-06-02,60,LONG,2015-06-02 10:02:00,8392.35,2015-06-02 11:00:00,8352.35,SL,-40.0,16.86,>15
2015-06-02,60,SHORT,2015-06-02 15:01:00,8252.25,2015-06-02 15:29:00,8232.25,EOD,20.0,16.76,>15
2015-06-03,60,SHORT,2015-06-03 10:01:00,8183.85,2015-06-03 12:09:00,8103.85,TP,80.0,17.04,>15
2015-06-03,60,SHORT,2015-06-03 13:51:00,8132.5,2015-06-03 15:29:00,8148.55,EOD,-16.1,17.62,>15
2015-06-04,60,SHORT,2015-06-04 10:04:00,8117.55,2015-06-04 15:29:00,8136.95,EOD,-19.4,17.99,>15
2015-06-05,60,SHORT,2015-06-05 10:11:00,8119.5,2015-06-05 12:02:00,8162.35,SL,-42.9,18.27,>15
2015-06-05,60,SHORT,2015-06-05 14:01:00,8168.05,2015-06-05 15:29:00,8113.9,EOD,54.2,17.92,>15
2015-06-08,60,SHORT,2015-06-08 10:01:00,8069.65,2015-06-08 15:29:00,8036.95,EOD,32.7,18.79,>15
2015-06-09,60,SHORT,2015-06-09 10:03:00,8024.8,2015-06-09 15:29:00,8015.45,EOD,9.4,18.74,>15
2015-06-10,60,SHORT,2015-06-10 10:04:00,8092.2,2015-06-10 14:32:00,8132.2,SL,-40.0,17.47,>15
2015-06-11,60,SHORT,2015-06-11 12:01:00,8028.75,2015-06-11 15:29:00,7964.85,EOD,63.9,17.4,>15
2015-06-12,60,SHORT,2015-06-12 10:01:00,7967.1,2015-06-12 15:29:00,7991.45,EOD,-24.3,17.75,>15
2015-06-15,60,SHORT,2015-06-15 10:01:00,8022.0,2015-06-15 15:29:00,8006.15,EOD,15.9,17.68,>15
2015-06-16,60,SHORT,2015-06-16 10:03:00,7979.35,2015-06-16 14:45:00,8019.35,SL,-40.0,17.69,>15
2015-06-18,60,LONG,2015-06-18 11:05:00,8159.75,2015-06-18 15:29:00,8178.35,EOD,18.6,15.96,>15
2015-06-19,60,LONG,2015-06-19 10:01:00,8218.65,2015-06-19 15:29:00,8232.95,EOD,14.3,15.76,>15
2015-06-22,60,LONG,2015-06-22 10:04:00,8294.35,2015-06-22 15:29:00,8352.3,EOD,57.9,15.59,>15
2015-06-23,60,LONG,2015-06-23 10:03:00,8380.15,2015-06-23 15:29:00,8381.1,EOD,1.0,15.48,>15
2015-06-24,60,LONG,2015-06-24 10:01:00,8409.3,2015-06-24 15:11:01,8369.3,SL,-40.0,15.16,>15
2015-06-25,60,LONG,2015-06-25 11:02:00,8367.7,2015-06-25 15:29:00,8415.05,EOD,47.3,15.96,>15
2015-06-26,60,LONG,2015-06-26 12:01:00,8367.2,2015-06-26 15:29:00,8382.2,EOD,15.0,15.79,>15
2015-06-29,60,LONG,2015-06-29 10:01:00,8229.7,2015-06-29 14:14:01,8309.7,TP,80.0,17.76,>15
2015-06-29,60,LONG,2015-06-29 15:02:00,8317.4,2015-06-29 15:29:00,8326.4,EOD,9.0,17.35,>15
2015-06-30,60,LONG,2015-06-30 10:06:00,8329.65,2015-06-30 15:29:00,8371.6,EOD,42.0,17.62,>15
2015-07-01,60,LONG,2015-07-01 10:01:00,8416.3,2015-07-01 15:29:00,8462.5,EOD,46.2,16.48,>15
2015-07-02,60,LONG,2015-07-02 10:16:00,8462.15,2015-07-02 15:29:01,8440.95,EOD,-21.2,15.64,>15
2015-07-03,60,LONG,2015-07-03 10:01:01,8486.45,2015-07-03 15:29:00,8486.35,EOD,-0.1,15.68,>15
2015-07-06,60,LONG,2015-07-06 13:01:00,8456.75,2015-07-06 15:29:00,8523.4,EOD,66.6,16.58,>15
2015-07-07,60,LONG,2015-07-07 10:01:00,8539.45,2015-07-07 14:33:00,8499.45,SL,-40.0,15.89,>15
2015-07-07,60,LONG,2015-07-07 15:12:01,8510.8,2015-07-07 15:29:01,8516.95,EOD,6.2,16.46,>15
2015-07-09,60,LONG,2015-07-09 10:25:00,8361.15,2015-07-09 15:29:00,8335.15,EOD,-26.0,17.99,>15
2015-07-10,60,SHORT,2015-07-10 12:12:00,8329.95,2015-07-10 15:06:01,8369.95,SL,-40.0,17.3,>15
2015-07-14,60,LONG,2015-07-14 13:10:01,8448.75,2015-07-14 15:29:00,8442.4,EOD,-6.4,16.15,>15
2015-07-15,60,LONG,2015-07-15 10:03:01,8515.35,2015-07-15 15:29:00,8526.0,EOD,10.6,15.7,>15
2015-07-16,60,LONG,2015-07-16 11:01:00,8571.05,2015-07-16 15:29:01,8610.8,EOD,39.8,15.43,>15
2015-07-17,60,LONG,2015-07-17 10:01:00,8603.25,2015-07-17 15:29:00,8613.85,EOD,10.6,14.91,12-15
2015-07-20,60,LONG,2015-07-20 11:03:00,8580.45,2015-07-20 15:29:00,8602.3,EOD,21.8,15.19,>15
2015-07-21,60,LONG,2015-07-21 11:01:00,8619.65,2015-07-21 14:30:00,8579.65,SL,-40.0,14.93,12-15
2015-07-22,60,LONG,2015-07-22 13:02:01,8604.1,2015-07-22 15:29:00,8631.65,EOD,27.5,15.14,>15
2015-07-23,60,LONG,2015-07-23 11:01:00,8639.1,2015-07-23 11:35:00,8599.1,SL,-40.0,15.4,>15
2015-07-23,60,LONG,2015-07-23 12:01:00,8601.35,2015-07-23 15:29:02,8586.8,EOD,-14.6,15.59,>15
2015-07-27,60,SHORT,2015-07-27 11:11:01,8442.35,2015-07-27 15:05:00,8362.35,TP,80.0,15.84,>15
2015-07-28,60,SHORT,2015-07-28 11:06:00,8370.2,2015-07-28 15:29:00,8341.2,EOD,29.0,16.01,>15
2015-07-29,60,SHORT,2015-07-29 10:01:00,8359.65,2015-07-29 15:29:00,8380.35,EOD,-20.7,16.12,>15
2015-07-30,60,SHORT,2015-07-30 10:03:01,8430.15,2015-07-30 15:29:01,8429.05,EOD,1.1,15.26,>15
2015-08-03,60,LONG,2015-08-03 12:01:00,8555.8,2015-08-03 15:29:00,8538.7,EOD,-17.1,15.44,>15
2015-08-04,60,LONG,2015-08-04 10:01:00,8520.85,2015-08-04 12:43:00,8480.85,SL,-40.0,15.51,>15
2015-08-04,60,LONG,2015-08-04 13:07:00,8469.65,2015-08-04 15:29:00,8524.25,EOD,54.6,15.3,>15
2015-08-05,60,LONG,2015-08-05 11:01:00,8580.35,2015-08-05 15:29:00,8567.05,EOD,-13.3,14.81,12-15
2015-08-06,60,LONG,2015-08-06 10:01:00,8574.25,2015-08-06 15:29:00,8587.0,EOD,12.8,14.86,12-15
2015-08-07,60,LONG,2015-08-07 12:01:00,8584.35,2015-08-07 15:29:01,8570.45,EOD,-13.9,14.99,12-15
2015-08-10,60,LONG,2015-08-10 11:03:00,8608.05,2015-08-10 15:05:00,8568.05,SL,-40.0,15.42,>15
2015-08-12,60,SHORT,2015-08-12 11:02:00,8422.15,2015-08-12 15:13:01,8342.15,TP,80.0,16.68,>15
2015-08-13,60,SHORT,2015-08-13 10:02:00,8392.9,2015-08-13 15:29:00,8383.15,EOD,9.8,16.86,>15
2015-08-14,60,SHORT,2015-08-14 10:01:00,8400.75,2015-08-14 11:03:00,8443.57,SL,-42.8,16.69,>15
2015-08-17,60,SHORT,2015-08-17 12:02:00,8486.6,2015-08-17 15:29:01,8471.85,EOD,14.8,16.55,>15
2015-08-19,60,SHORT,2015-08-19 11:03:00,8491.95,2015-08-19 15:29:00,8493.9,EOD,-1.9,16.59,>15
2015-08-20,60,LONG,2015-08-20 15:20:00,8379.3,2015-08-20 15:29:00,8387.2,EOD,7.9,16.96,>15
2015-08-21,60,SHORT,2015-08-21 10:01:00,8267.0,2015-08-21 14:58:00,8312.75,SL,-45.8,17.77,>15
2015-08-21,60,SHORT,2015-08-21 15:01:00,8307.25,2015-08-21 15:29:01,8284.65,EOD,22.6,17.17,>15
2015-08-24,60,SHORT,2015-08-24 10:01:01,8038.8,2015-08-24 13:08:00,7934.28,TP,104.5,21.54,>15
2015-08-24,60,SHORT,2015-08-24 15:01:01,7847.05,2015-08-24 15:29:00,7798.95,EOD,48.1,27.19,>15
2015-08-25,60,SHORT,2015-08-25 10:01:00,7844.7,2015-08-25 11:45:00,7681.0199999999995,TP,163.7,29.08,>15
2015-08-25,60,SHORT,2015-08-25 14:13:00,7871.3,2015-08-25 15:29:00,7906.35,EOD,-35.1,27.3,>15
2015-08-26,60,SHORT,2015-08-26 11:44:00,7898.6,2015-08-26 15:29:00,7789.15,EOD,109.5,25.13,>15
2015-08-27,60,SHORT,2015-08-27 11:11:01,7903.65,2015-08-27 15:29:01,7960.25,EOD,-56.6,22.29,>15
2015-09-01,60,SHORT,2015-09-01 10:03:01,7912.2,2015-09-01 14:04:00,7790.639999999999,TP,121.6,25.46,>15
2015-09-02,60,SHORT,2015-09-02 10:02:00,7815.35,2015-09-02 15:07:00,7700.21,TP,115.1,27.68,>15
2015-09-03,60,SHORT,2015-09-03 11:01:00,7799.25,2015-09-03 15:29:01,7831.25,EOD,-32.0,24.64,>15
2015-09-04,60,SHORT,2015-09-04 11:02:00,7654.6,2015-09-04 15:29:00,7655.95,EOD,-1.3,26.37,>15
2015-09-07,60,SHORT,2015-09-07 11:18:00,7640.1,2015-09-07 15:29:01,7552.95,EOD,87.2,25.77,>15
2015-09-08,60,SHORT,2015-09-08 10:01:00,7568.9,2015-09-08 12:03:00,7622.95,SL,-54.1,25.77,>15
2015-09-10,60,SHORT,2015-09-10 11:02:00,7720.2,2015-09-10 15:09:00,7775.78,SL,-55.6,25.26,>15
2015-09-14,60,LONG,2015-09-14 11:01:00,7829.95,2015-09-14 15:29:01,7867.85,EOD,37.9,24.66,>15
2015-09-15,60,LONG,2015-09-15 10:01:00,7842.8,2015-09-15 15:29:00,7818.45,EOD,-24.4,24.42,>15
2015-09-16,60,LONG,2015-09-16 10:02:00,7873.2,2015-09-16 15:29:00,7888.15,EOD,14.9,22.55,>15
2015-09-18,60,LONG,2015-09-18 10:01:01,8013.25,2015-09-18 14:47:01,7972.16,SL,-41.1,18.19,>15
2015-09-18,60,LONG,2015-09-18 15:01:00,7983.45,2015-09-18 15:29:00,7967.4,EOD,-16.1,18.4,>15
2015-09-21,60,LONG,2015-09-21 11:01:00,7957.6,2015-09-21 15:29:01,7983.4,EOD,25.8,18.57,>15
2015-09-22,60,LONG,2015-09-22 11:01:00,7991.95,2015-09-22 13:26:00,7947.41,SL,-44.5,18.02,>15
2015-09-23,60,SHORT,2015-09-23 15:01:00,7847.1,2015-09-23 15:29:01,7856.95,EOD,-9.8,20.49,>15
2015-09-24,60,SHORT,2015-09-24 10:09:00,7820.35,2015-09-24 13:39:01,7866.120000000001,SL,-45.8,20.73,>15
2015-09-24,60,SHORT,2015-09-24 14:05:01,7878.75,2015-09-24 15:29:00,7868.5,EOD,10.2,20.91,>15
2015-09-28,60,SHORT,2015-09-28 11:02:00,7875.45,2015-09-28 15:29:01,7802.45,EOD,73.0,21.35,>15
2015-09-29,60,SHORT,2015-09-29 10:02:00,7716.15,2015-09-29 11:00:00,7756.15,SL,-40.0,23.24,>15
2015-09-29,60,SHORT,2015-09-29 13:02:00,7858.35,2015-09-29 14:01:00,7902.79,SL,-44.4,21.23,>15
2015-10-01,60,LONG,2015-10-01 11:01:00,7942.95,2015-10-01 15:29:00,7947.1,EOD,4.2,20.01,>15
2015-10-05,60,LONG,2015-10-05 10:04:00,8060.0,2015-10-05 15:29:00,8126.4,EOD,66.4,19.29,>15
2015-10-06,60,LONG,2015-10-06 11:03:00,8139.5,2015-10-06 12:44:01,8099.5,SL,-40.0,19.3,>15
2015-10-06,60,LONG,2015-10-06 13:37:00,8124.7,2015-10-06 15:29:00,8148.55,EOD,23.9,19.74,>15
2015-10-07,60,LONG,2015-10-07 10:10:00,8167.55,2015-10-07 15:29:00,8182.4,EOD,14.8,19.6,>15
2015-10-08,60,LONG,2015-10-08 10:16:00,8153.1,2015-10-08 12:50:01,8113.1,SL,-40.0,19.79,>15
2015-10-09,60,LONG,2015-10-09 13:01:00,8167.85,2015-10-09 15:29:00,8178.0,EOD,10.1,19.47,>15
2015-10-12,60,LONG,2015-10-12 10:09:00,8207.05,2015-10-12 13:58:00,8167.049999999999,SL,-40.0,19.75,>15
2015-10-15,60,LONG,2015-10-15 11:01:00,8173.5,2015-10-15 15:29:00,8178.75,EOD,5.2,17.26,>15
2015-10-16,60,LONG,2015-10-16 12:01:00,8162.9,2015-10-16 14:43:00,8242.9,TP,80.0,16.89,>15
2015-10-16,60,LONG,2015-10-16 15:01:00,8242.3,2015-10-16 15:29:00,8241.5,EOD,-0.8,16.18,>15
2015-10-19,60,LONG,2015-10-19 10:05:00,8249.8,2015-10-19 15:29:00,8271.55,EOD,21.8,16.89,>15
2015-10-20,60,LONG,2015-10-20 10:06:01,8270.65,2015-10-20 14:33:01,8230.65,SL,-40.0,16.68,>15
2015-10-21,60,LONG,2015-10-21 10:06:01,8281.55,2015-10-21 12:26:01,8241.55,SL,-40.0,16.74,>15
2015-10-21,60,LONG,2015-10-21 13:01:00,8225.8,2015-10-21 15:29:00,8249.1,EOD,23.3,17.19,>15
